EEG file,Fp1-AVE,Fp2-AVE,F3-AVE,F4-AVE,C3-AVE,C4-AVE,P3-AVE,P4-AVE,O1-AVE,O2-AVE,F7-AVE,F8-AVE,T3-AVE,T4-AVE,T5-AVE,T6-AVE,Fz-AVE,Cz-AVE,Pz-AVE
12 (Q2),-8.3827246e-07,-1.312771e-06,1.8507146e-07,8.0878806e-08,-1.2673951e-07,-2.0961738e-07,9.4505e-08,1.5146456e-07,-3.2008148e-07,5.862273e-07,1.0998592e-06,4.1288695e-07,8.8279404e-07,5.120783e-07,-2.6450755e-07,5.670354e-07,-4.6580595e-08,-3.1763398e-07,-2.014545e-08
12 (Q-10%),4.169666e-05,3.8956387e-05,1.9772517e-05,1.7955199e-05,1.2886252e-05,1.2565845e-05,1.5432062e-05,1.5863885e-05,2.202527e-05,1.8975095e-05,2.4137076e-05,1.9258781e-05,1.7208095e-05,1.803879e-05,2.6877859e-05,1.9311385e-05,1.6265232e-05,1.2061111e-05,1.4629173e-05
12 (Mean),-6.55081e-08,-1.5233013e-09,4.445075e-08,-9.898139e-09,2.6403422e-08,2.9223674e-08,1.235298e-08,3.299754e-08,4.5365528e-08,7.053941e-08,-3.157756e-09,-8.845499e-11,8.715348e-09,2.605781e-08,-3.3680115e-07,3.5157345e-08,1.8801963e-08,3.0843616e-08,3.606757e-08
12 (Std),3.936274e-05,3.99798e-05,1.7812326e-05,1.6247406e-05,1.23545415e-05,1.19011165e-05,1.4165717e-05,1.4372337e-05,2.4137496e-05,1.6592203e-05,2.2715985e-05,1.845793e-05,1.5713433e-05,1.5803425e-05,2.9888959e-05,1.7051225e-05,1.4366161e-05,1.1127393e-05,1.3445214e-05
13 (Max),0.00012205077,0.00014802832,0.0001111954,0.00010621882,7.9074875e-05,8.1208455e-05,0.00021036265,8.480359e-05,0.00010796489,0.00013345036,0.00015765228,0.0001047308,0.00081550877,7.4170486e-05,0.00034777538,0.00010198431,3.926228e-05,3.625744e-05,5.2528445e-05
13 (Min),-8.6483305e-05,-0.00015410411,-7.0407645e-05,-8.042306e-05,-5.3012423e-05,-5.9960574e-05,-0.00014150025,-6.629325e-05,-9.7680924e-05,-0.00017863384,-0.00020254152,-0.00015273255,-0.0004200344,-8.775334e-05,-7.0593735e-05,-0.0001402659,-5.0494564e-05,-5.0475435e-05,-5.25058e-05
13 (Q-90%),-2.154002e-05,-2.0978348e-05,-1.6101892e-05,-1.2860818e-05,-1.02479735e-05,-1.098632e-05,-1.0910553e-05,-1.2456796e-05,-1.2505054e-05,-1.5064617e-05,-2.23868e-05,-1.9172749e-05,-1.4255417e-05,-1.9986464e-05,-1.2122806e-05,-1.2917516e-05,-1.2218777e-05,-8.6314085e-06,-1.2157182e-05
13 (Q2),1.0528428e-06,5.722894e-07,3.7091058e-07,2.156817e-07,-2.6321487e-07,-1.7438212e-07,-4.5069476e-07,-3.0617156e-07,-4.692422e-07,-3.1618424e-07,2.528837e-07,3.513646e-07,3.7660154e-08,7.3204274e-07,-3.9468432e-07,-4.345705e-08,8.5908687e-07,-3.1107118e-07,-6.8773653e-07
13 (Q-10%),1.8648678e-05,1.9607336e-05,1.536721e-05,1.2638742e-05,1.0601867e-05,1.1236491e-05,1.1777917e-05,1.2842913e-05,1.3422641e-05,1.5709295e-05,2.1950227e-05,1.8613233e-05,1.40846405e-05,1.88653e-05,1.2811693e-05,1.3037463e-05,1.0679734e-05,9.093271e-06,1.324668e-05
13 (Mean),-2.272327e-09,4.85114e-10,-5.1210307e-09,3.759505e-09,-3.4895251e-09,1.1902512e-09,-2.6549594e-09,-3.2016327e-09,-3.0798848e-09,-3.3304919e-09,7.733602e-09,4.908273e-11,-2.5840114e-09,2.4516583e-08,-9.12516e-10,-2.9700287e-09,-2.8527498e-09,-3.0862033e-09,-2.1787951e-09
13 (Std),1.6198084e-05,1.7159471e-05,1.2521768e-05,1.0516791e-05,8.447432e-06,8.9826535e-06,1.1402406e-05,1.0400549e-05,1.1195888e-05,1.4547831e-05,1.7991646e-05,1.5711217e-05,1.8947843e-05,1.5625385e-05,1.0494857e-05,1.0768789e-05,9.345739e-06,7.2470543e-06,1.0441441e-05
14 (Max),9.2822775e-05,0.00010581857,7.28673e-05,7.453268e-05,7.301498e-05,5.7577785e-05,6.9022135e-05,8.098578e-05,0.00020518087,0.00013647131,9.158485e-05,0.00010123236,9.693385e-05,9.410588e-05,7.619047e-05,0.00013369316,4.2816246e-05,5.3490025e-05,5.863134e-05
14 (Min),-6.9613816e-05,-0.00013749677,-5.379316e-05,-6.528868e-05,-6.862611e-05,-7.092192e-05,-8.041077e-05,-6.1699684e-05,-0.00019854307,-0.00013171368,-9.9324665e-05,-0.00010020257,-0.00010638763,-0.000109676825,-7.292767e-05,-0.00011584047,-5.3743366e-05,-5.134773e-05,-5.902266e-05
14 (Q-90%),-1.8712477e-05,-1.9973211e-05,-1.5262685e-05,-1.591463e-05,-1.5164831e-05,-1.5380729e-05,-1.8519702e-05,-1.9405274e-05,-1.9353507e-05,-2.384185e-05,-2.2721466e-05,-2.1044863e-05,-2.9108773e-05,-2.3177161e-05,-2.1151467e-05,-2.1822098e-05,-1.2053157e-05,-1.4300726e-05,-1.702223e-05
14 (Q2),-6.3009327e-07,-2.5592598e-07,-1.961776e-07,-9.367493e-08,-4.6208797e-08,1.7120739e-07,-2.5533876e-07,-7.719652e-08,-2.3062923e-07,-1.2856523e-09,-1.9439462e-07,8.1195665e-08,-3.153619e-07,2.3877703e-07,-2.122708e-07,-1.6475791e-08,-4.048862e-08,-1.1655982e-07,-9.369484e-08
14 (Q-10%),1.9198736e-05,2.0059613e-05,1.5377262e-05,1.5900836e-05,1.5133054e-05,1.5158514e-05,1.8811996e-05,1.9536978e-05,1.9423904e-05,2.3789637e-05,2.2673554e-05,2.1000413e-05,2.9601893e-05,2.2803508e-05,2.144955e-05,2.1697046e-05,1.2032841e-05,1.45087215e-05,1.7012399e-05
14 (Mean),-9.999505e-10,-1.6621567e-09,-2.0530755e-09,-5.4916915e-10,-1.3105693e-09,-1.555323e-10,-3.1023268e-09,1.0308407e-09,2.6442448e-10,6.1800387e-09,-8.707014e-10,-1.3365775e-09,3.0214176e-09,-9.0782515e-10,2.9977234e-09,2.5259224e-09,-4.5909657e-10,-1.5391054e-09,-1.0742393e-09
14 (Std),1.5373107e-05,1.6332195e-05,1.2168482e-05,1.2776879e-05,1.1904143e-05,1.2065697e-05,1.457844e-05,1.531753e-05,1.83233e-05,1.9869545e-05,1.7979477e-05,1.6914215e-05,2.2698305e-05,1.8225557e-05,1.6666434e-05,1.7449434e-05,9.576866e-06,1.1435488e-05,1.34635475e-05
15 (Max),0.00035621563,0.00044572284,0.00030819018,0.00033075595,0.00019678491,0.00021491581,0.00035135972,0.00022307778,0.00028583544,0.00023228375,0.00022609586,0.00023216887,0.00021681457,0.0080423355,0.00040766376,0.00022758309,0.00021085897,0.00023537924,0.0002080611
15 (Min),-0.00038487327,-0.00045619914,-0.00041045668,-0.00037603252,-0.00048588982,-0.00041169097,-0.0004817782,-0.00044090103,-0.00090982876,-0.00057685707,-0.00045866484,-0.00039817358,-0.00045545958,-0.0037634736,-0.00052657287,-0.00043629325,-0.0003949118,-0.00043122898,-0.00046119315
15 (Q-90%),-1.839025e-05,-2.4144667e-05,-1.0750643e-05,-9.947676e-06,-1.15760795e-05,-8.872129e-06,-1.0397729e-05,-8.986856e-06,-1.1533296e-05,-9.925045e-06,-9.033693e-06,-1.0970992e-05,-1.0727875e-05,-9.0954645e-06,-1.3923321e-05,-9.944502e-06,-1.0154072e-05,-1.8239165e-05,-9.282085e-06
15 (Q2),-1.188067e-06,-1.3775508e-06,7.1761384e-08,-7.053765e-08,3.6920443e-07,1.9170179e-07,3.4769815e-07,3.2555238e-07,2.9568452e-07,3.929351e-07,5.420397e-08,-1.4894215e-07,3.21406e-07,3.325147e-07,4.5859935e-07,4.1003042e-07,-1.1982779e-08,-9.238367e-08,3.0093605e-07
15 (Q-10%),1.5129581e-05,1.6855722e-05,1.0587479e-05,9.94812e-06,1.1317033e-05,8.708955e-06,1.0269918e-05,8.943063e-06,1.2092053e-05,1.0263766e-05,9.182349e-06,1.0441879e-05,1.1028406e-05,8.973599e-06,1.3823437e-05,9.953168e-06,1.0201385e-05,1.8149214e-05,9.284441e-06
15 (Mean),3.3822762e-09,-2.6911549e-09,1.4710078e-09,-5.605577e-09,1.2181237e-09,-1.8431499e-09,3.2382421e-09,1.3211454e-09,3.2350755e-10,1.4624464e-09,1.9518167e-09,-1.2029213e-09,-7.6451756e-10,-1.8379155e-09,3.1161917e-09,1.6042714e-09,-6.0897826e-10,-4.2897934e-09,-2.4496977e-10
15 (Std),2.503871e-05,3.7297985e-05,1.0300604e-05,1.0077756e-05,1.090726e-05,8.700981e-06,1.2496399e-05,9.402235e-06,1.39615195e-05,1.2695407e-05,9.809257e-06,1.23661675e-05,1.1497697e-05,8.173611e-05,1.3988963e-05,1.0289903e-05,9.710235e-06,1.5854912e-05,1.00033185e-05
16 (Max),0.00031178317,0.00033857784,0.0001590659,0.00024926825,0.0001483903,9.650556e-05,0.00015420128,0.00011180305,0.00016918071,0.00059810805,0.00023892989,0.00021681568,0.00012936327,0.00012445418,0.0001428691,0.00035171877,0.00011757899,0.00014079455,0.00012327006
16 (Min),-0.0002826011,-0.00027095497,-0.00013247026,-0.00015129977,-0.00025602395,-0.00015878174,-0.00015859185,-0.00017947391,-0.00018521147,-0.0005214786,-0.00018995428,-0.00016710475,-0.0001906998,-0.00016994802,-0.00014029801,-0.00020272886,-0.0001529549,-0.00016957619,-0.00013742363
16 (Q-90%),-6.1313745e-05,-6.115387e-05,-2.4421488e-05,-2.6341491e-05,-2.6779657e-05,-2.3563325e-05,-3.0939424e-05,-3.0568473e-05,-3.9086437e-05,-4.5087345e-05,-3.2267166e-05,-3.402598e-05,-3.052278e-05,-3.105455e-05,-3.202134e-05,-3.3877786e-05,-2.4722145e-05,-3.2608074e-05,-3.2247513e-05
16 (Q2),-4.8966504e-06,-5.091848e-06,2.6892874e-07,2.8407277e-07,8.273161e-07,5.562658e-07,9.978414e-07,9.523261e-07,1.1944901e-06,1.2821156e-06,-4.3454776e-07,-1.031422e-06,8.431281e-07,8.347565e-07,8.9725876e-07,7.871407e-07,8.3210796e-07,7.711577e-07,4.784797e-07
16 (Q-10%),6.838353e-05,7.076434e-05,2.4092455e-05,2.629221e-05,2.6547863e-05,2.2936207e-05,2.9831583e-05,2.949977e-05,3.7026766e-05,4.176497e-05,3.4668567e-05,3.4274e-05,2.9721217e-05,2.9700695e-05,3.07942e-05,3.2142998e-05,2.4733758e-05,3.2214804e-05,3.1964046e-05
16 (Mean),5.39843e-08,2.0496872e-08,1.6172503e-08,-8.2666105e-09,1.2557543e-08,-3.2684973e-08,-1.650948e-08,-5.5115944e-08,-1.524782e-09,-1.006093e-08,6.113574e-08,5.0397557e-09,2.6194096e-08,-1.6356847e-08,-1.09054e-08,-3.0439303e-08,8.253967e-09,-9.43382e-10,-2.1027075e-08
16 (Std),5.6753124e-05,5.709301e-05,2.0110943e-05,2.2242619e-05,2.297444e-05,1.9206314e-05,2.543563e-05,2.4504723e-05,3.098694e-05,4.3475957e-05,2.96999e-05,3.071154e-05,2.4957091e-05,2.4977437e-05,2.5538598e-05,2.8549692e-05,2.0889243e-05,2.6540862e-05,2.598183e-05
17 (Max),0.0005508756,0.00047392223,0.00028976938,0.0003027434,0.000337633,0.0059384867,0.0005763773,0.00024408851,0.0010585312,0.000562192,0.00042980365,0.00035134127,0.0004872499,0.000440263,0.0005799329,0.00039111567,0.00033945855,0.000339507,0.00029727438
17 (Min),-0.00042012427,-0.00044027448,-0.00047813807,-0.00046183117,-0.0003850378,-0.0030770316,-0.0004434357,-0.0003856555,-0.0005600813,-0.0004855915,-0.00031954836,-0.0004163088,-0.00034922274,-0.00031504064,-0.00042890105,-0.0003559478,-0.00045049092,-0.0005635968,-0.00038288746
17 (Q-90%),-4.800081e-05,-4.8854185e-05,-4.126349e-05,-4.2854044e-05,-4.874856e-05,-4.2356114e-05,-4.2277716e-05,-3.9660525e-05,-5.2248753e-05,-5.7219448e-05,-4.0767496e-05,-4.1512845e-05,-4.0842544e-05,-3.7229227e-05,-4.0018313e-05,-4.2454594e-05,-4.525769e-05,-5.6207853e-05,-4.447143e-05
17 (Q2),-1.0129944e-06,-7.7102857e-07,1.1109038e-06,1.4073404e-06,2.4024662e-06,1.9134436e-06,3.1824646e-07,7.7733364e-07,-3.0937989e-07,2.213713e-07,-2.752504e-07,-6.906207e-08,2.9584112e-07,-2.9173532e-07,-2.8816095e-07,-1.0705543e-07,1.910885e-06,1.9344318e-06,6.2169534e-07
17 (Q-10%),4.775061e-05,4.790052e-05,4.1143918e-05,4.2104853e-05,4.9919545e-05,4.1171817e-05,4.2831576e-05,3.955622e-05,5.136857e-05,5.6133013e-05,4.0158433e-05,4.1504627e-05,3.9888633e-05,3.7436035e-05,4.0409872e-05,4.1990537e-05,4.4127246e-05,5.6338387e-05,4.5379977e-05
17 (Mean),2.6228246e-08,3.6961435e-08,1.2021434e-09,8.907105e-09,4.3854147e-09,-9.31088e-09,-3.8540605e-08,-1.0833618e-08,-9.931779e-09,-2.2760368e-08,1.2653079e-08,7.67457e-09,-1.0738826e-09,-9.854153e-09,4.650579e-09,-9.094882e-09,6.587421e-09,1.2284843e-08,-1.0134731e-08
17 (Std),4.7537767e-05,4.6760422e-05,3.7627462e-05,3.829806e-05,4.5843422e-05,8.8022476e-05,3.9429808e-05,3.499203e-05,5.3131447e-05,5.038434e-05,3.7752267e-05,3.7612455e-05,3.659172e-05,3.3370176e-05,3.5847934e-05,3.6410474e-05,4.0543833e-05,5.139554e-05,3.9795985e-05
18 (Max),0.00028421366,0.0003206252,0.00015875458,0.0002586351,0.00019727647,0.0002271185,0.00015079314,0.0001937543,0.001274578,0.00014160949,0.00012050306,0.00014668229,0.00018913242,0.00020699142,0.00020792327,0.00018843936,0.0005278364,0.00013856518,0.0001303075
18 (Min),-0.001432989,-0.0003229044,-0.00014235868,-0.00023090211,-0.00015344915,-0.00023469237,-0.00014017009,-7.935505e-05,-0.0008904176,-9.855607e-05,-0.00015483898,-0.00015761868,-0.00017773607,-0.0003428181,-0.00037425922,-0.00011435284,-0.0004023783,-8.0014855e-05,-7.316832e-05
